Chromosome	Approved_Gene_Symbol	OMIM_INFO
chr1	PLOD1	153454.0 | PLOD1, LH1, LLH, EDSKCL1 | Procollagen-lysine, 2-oxoglutarate 5-dioxygenase (lysine hydroxylase) | 5351.0 | ENSG00000083444 | nan | Ehlers-Danlos syndrome, kyphoscoliotic type, 1, 225400 (3), Autosomal recessive
chr1	MFN2	608507.0 | MFN2, KIAA0214, CMT2A2A, HMSN6A, CMT2A2B, MSL | Mitofusin 2 | 9927.0 | ENSG00000116688 | nan | Lipomatosis, multiple symmetric, with or without peripheral neuropathy, 151800 (3), Autosomal recessive; Charcot-Marie-Tooth disease, axonal, type 2A2A, 609260 (3), Autosomal dominant; Charcot-Marie-Tooth disease, axonal, type 2A2B, 617087 (3), Autosomal recessive; Hereditary motor and sensory neuropathy VIA, 601152 (3), Autosomal dominant
chr1	MIIP	608772.0 | MIIP, IIP45 | Migration and invasion inhibitory protein | 60672.0 | ENSG00000116691 | nan | nan
chr1	TNFRSF8	153243.0 | TNFRSF8, CD30, D1S166E | Tumor necrosis factor receptor superfamily, member 8 (CD30 antigen; Ki-1 antigen) | 943.0 | ENSG00000120949 | nan | nan
chr1	TNFRSF1B	191191.0 | TNFRSF1B, TNFR2, TNFBR | Tumor necrosis factor receptor superfamily, member 1B | 7133.0 | ENSG00000028137 | nan | nan
chr1	VPS13D	608877.0 | VPS13D, SCAR4 | Vacuolar protein sorting 13 homolog D | 55187.0 | ENSG00000048707 | nan | Spinocerebellar ataxia, autosomal recessive 4, 607317 (3), Autosomal recessive
chr1	GBD2	609918.0 | GBD2 | Gallbladder disease 2 | 100048905.0 | nan | between D1S1597 and D1S47 | Gallbladder disease 2, 609918 (2)
chr1	DHRS3	612830.0 | DHRS3, RETSDR1 | Short-chain dehydrogenase/reductase family, member 3 | 9249.0 | ENSG00000162496 | nan | nan
chr1	LRRC38	615212.0 | LRRC38 | Leucine-rich repeat-containing protein 38 | 126755.0 | ENSG00000162494 | nan | nan
chr1	PDPN	608863.0 | PDPN, TI1A, T1A2, GP36, OTS8, AGGRUS | Podoplanin | 10630.0 | ENSG00000162493 | nan | nan
chr1	PRDM2	601196.0 | PRDM2, RIZ | PR domain-containing protein 2 (retinoblastoma protein-binding zinc-finger protein RIZ) | 7799.0 | ENSG00000116731 | nan | nan
chr1	KAZN	618301.0 | KAZN | Kazrin, periplakin-interacting protein | 23254.0 | ENSG00000189337 | nan | nan
chr1	FHAD1	620889.0 | FHAD1 | Forkhead-associated phosphopeptide-binding domain-containing protein | 114827.0 | ENSG00000142621 | nan | nan
chr1	EFHD2	616450.0 | EFHD2, SWS1 | EF-hand domain family, member D2 | 79180.0 | ENSG00000142634 | nan | nan
chr1	CTRC	601405.0 | CTRC, CLCR | Chymotrypsin | 11330.0 | ENSG00000162438 | nan | {Pancreatitis, chronic, susceptibility to}, 167800 (3), Autosomal dominant
chr1	CELA2A	609443.0 | CELA2A, ELA2A, AOMS4 | Chymotrypsin-like elastase family, member 2A | 63036.0 | ENSG00000142615 | nan | Abdominal obesity-metabolic syndrome 4, 618620 (3), Autosomal dominant
chr1	CELA2B	609444.0 | CELA2B, ELA2B | Chymotrypsin-like elastase family, member 2B | 51032.0 | ENSG00000215704 | nan | nan
chr1	CASP9	602234.0 | CASP9, APAF3 | Caspase 9, apoptosis-related cysteine protease | 842.0 | ENSG00000132906 | nan | nan
chr1	DNAJC16	619973.0 | DNAJC16, ERDJ8, KIAA0962 | DNAJ/HSP40 heat-shock protein family, member C16 | 23341.0 | ENSG00000116138 | nan | nan
chr1	AGMAT	617887.0 | AGMAT, AUH | Agmatinase | 79814.0 | ENSG00000116771 | nan | nan
chr1	DDI2	620871.0 | DDI2 | DNA damage-inducible 1 homolog 2 | 84301.0 | ENSG00000197312 | nan | nan
chr1	RSC1A1	601966.0 | RSC1A1, RS1 | Regulatory solute carrier protein, family 1, member 1 | 6248.0 | ENSG00000215695 | nan | nan
chr1	PLEKHM2	609613.0 | PLEKHM2, SKIP, KIAA0842 | Pleckstrin homology domain-containing protein, family M, member 2 | 23207.0 | ENSG00000116786 | nan | nan
chr1	SLC25A34	610817.0 | SLC25A34 | Solute carrier family 25, member 34 | 284723.0 | ENSG00000162461 | nan | nan
chr1	FBLIM1	607747.0 | FBLIM1, FBLP1, MIGFILIN | Filamin-binding LIM protein 1 | 54751.0 | ENSG00000162458 | nan | nan
chr1	SPEN	613484.0 | SPEN, MINT, SHARP, HIAA0929, RATARS | Spen family transcriptional repressor | 23013.0 | ENSG00000065526 | nan | Radio-Tartaglia syndrome, 619312 (3), Autosomal dominant
chr1	ANIB3	609122.0 | ANIB3 | Aneurysm, intracranial berry, 3 | 497657.0 | nan | nan | Aneurysm, intracranial berry, 3, 609122 (2), Autosomal dominant
chr1	EA8	616055.0 | EA8 | Episodic ataxia, type 8 | 104326187.0 | nan | between rs2743201 and rs215791 | Episodic ataxia, type 8, 616055 (2), Autosomal dominant
chr1	LOC7795	601201.0 | MEMO1 | Methylation modifier for class I HLA | 7795.0 | nan | nan | nan
chr1	ZBTB17	604084.0 | ZBTB17, ZNF151, MIZ1 | Zinc finger- and BTB domain-containing protein 17 | 7709.0 | ENSG00000116809 | nan | nan
chr1	SRARP	619448.0 | SRARP, ERRF, C1orf64 | Steroid receptor-associated and -regulated protein | 149563.0 | ENSG00000183888 | nan | nan
chr1	HSPB7	610692.0 | HSPB7, CVHSP | Heat-shock 27kD protein 7 | 27129.0 | ENSG00000173641 | nan | nan
chr1	CLCNKA	602024.0 | CLCNKA | Chloride channel, kidney, A | 1187.0 | ENSG00000186510 | 11kb from CLCNKB; simultaneous mutation in CLCNKA and CLCNKB | Bartter syndrome, type 4b, digenic, 613090 (3), Digenic recessive
chr1	CLCNKB	602023.0 | CLCNKB | Chloride channel, kidney, B | 1188.0 | ENSG00000184908 | unequal crossingover with CLCNKA | Bartter syndrome, type 3, 607364 (3), Autosomal recessive; Bartter syndrome, type 4b, digenic, 613090 (3), Digenic recessive
chr1	EPHA2	176946.0 | EPHA2, ECK, CTPP1, CTPA, ARCC2, CTRCT6 | Ephrin receptor EphA2 | 1969.0 | ENSG00000142627 | nan | Cataract 6, multiple types, 116600 (3), Autosomal dominant
chr1	ARHGEF19	612496.0 | ARHGEF19, WGEF | RHO guanine nucleotide exchange factor 19 | 128272.0 | ENSG00000142632 | nan | nan
chr1	CPLANE2	620487.0 | CPLANE2, RSG1 | Ciliogenesis and planar polarity effector complex, subunit 2 | 79363.0 | ENSG00000132881 | nan | nan
chr1	FBXO42	609109.0 | FBXO42, FBX42, KIAA1332 | F-box protein 42 | 54455.0 | ENSG00000037637 | nan | nan
chr1	SZRD1	620682.0 | SZRD1, C1orf144 | SUZ RNA-binding domain-containing protein 1 | 26099.0 | ENSG00000055070 | nan | nan
chr1	NECAP2	611624.0 | NECAP2 | NECAP endocytosis-associated protein 2 | 55707.0 | ENSG00000157191 | nan | nan
chr1	TRG-CCC1-1	189911.0 | TRG-CCC1-1, TRNAG1, TRG1 | tRNA glycine 1 (anticodon CCC) 1-1 | 7195.0 | nan | nan | nan
chr1	NBPF1	610501.0 | NBPF1, KIAA1693 | Neuroblastoma breakpoint family, member 1 | 55672.0 | ENSG00000219481 | pseudogenes on 3 and 5 | nan
chr1	RNU1-4	180680.0 | RNU1A, RNU1 | RNA, U1A small nuclear | 6060.0 | ENSG00000207389 | ?same as A12M2 | nan
chr1	TRE-TTC3-1	180640.0 | TRE-TTC3-1, TRNAE1, TRNE, TRE | tRNA glutamic acid (anticodon TTC) 3-1 | 7193.0 | nan | nan | nan
chr1	CROCC	615776.0 | CROCC, ROOTLETIN, KIAA0445 | Ciliary rootlet coiled-coil protein | 9696.0 | ENSG00000058453 | nan | nan
chr1	MFAP2	156790.0 | MFAP2, MAGP, MAGP1 | Microfibrillar-associated protein-2 | 4237.0 | ENSG00000117122 | nan | nan
chr1	ATP13A2	610513.0 | ATP13A2, PARK9, KRPPD, SPG78 | ATPase 13A2 | 23400.0 | ENSG00000159363 | mutation identified in 1 family with CLN12 | Spastic paraplegia 78, autosomal recessive, 617225 (3), Autosomal recessive; Kufor-Rakeb syndrome, 606693 (3), Autosomal recessive
chr1	SDHB	185470.0 | SDHB, SDH2, SDHIP, PPGL4, MC2DN4 | Succinate dehydrogenase complex, iron-sulfur subunit B | 6390.0 | ENSG00000117118 | 1 of 2 polypeptides | Pheochromocytoma/paraganglioma syndrome 4, 115310 (3), Autosomal dominant; Mitochondrial complex II deficiency, nuclear type 4, 619224 (3), Autosomal recessive; Gastrointestinal stromal tumor, 606764 (3), Isolated cases, Autosomal dominant; Paraganglioma and gastric stromal sarcoma, 606864 (3)
chr1	PADI2	607935.0 | PADI2 | Peptidylarginine deiminase, type II | 11240.0 | ENSG00000117115 | nan | nan
chr1	PADI1	607934.0 | PADI1 | Peptidylarginine deiminase, type I | 29943.0 | ENSG00000142623 | nan | nan
chr1	PADI3	606755.0 | PADI3, UHS1 | Peptidylarginine deiminase, type III | 51702.0 | ENSG00000142619 | nan | Uncombable hair syndrome, 191480 (3), Autosomal recessive
chr1	PADI4	605347.0 | PADI4, PADI5, PAD | Peptidylarginine deiminase, type IV | 23569.0 | ENSG00000159339 | nan | nan
chr1	PADI6	610363.0 | PADI6, OZEMA16 | Peptidylarginine deiminase, type VI | 353238.0 | ENSG00000276747 | nan | Oocyte/zygote/embryo maturation arrest 16, 617234 (3), Autosomal recessive
chr1	RCC2	609587.0 | RCC2, KIAA1470 | Regulator of chromosome condensation 2 | 55920.0 | ENSG00000179051 | nan | nan
chr1	ARHGEF10L	612494.0 | ARHGEF10L, GRINCHGEF, KIAA1626 | RHO guanine nucleotide exchange factor 10-like protein | 55160.0 | ENSG00000074964 | nan | nan
chr1	PAX7	167410.0 | PAX7, RMS2, CMYO19 | Paired box gene 7 | 5081.0 | ENSG00000009709 | fused with FKHR in rhabdomyosarcoma | Congenital myopathy 19, 618578 (3), Autosomal recessive; Rhabdomyosarcoma 2, alveolar, 268220 (3), Somatic mutation
chr1	TAS1R2	606226.0 | TAS1R2, T1R2 | Taste receptor type 1, member 2 | 80834.0 | ENSG00000179002 | nan | nan
chr1	ALDH4A1	606811.0 | ALDH4A1, ALDH4, P5CDH | Aldehyde dehydrogenase 4 family, member A1 (delta-1-pyrroline 5-carboxylate dehydrogenase) | 8659.0 | ENSG00000159423 | nan | Hyperprolinemia, type II, 239510 (3), Autosomal recessive
chr1	UBR4	609890.0 | UBR4, ZUBR1, RBAF600, KIAA1307 | Ubiquitin protein ligase E3 component n-recognin 4 | 23352.0 | ENSG00000127481 | nan | nan
chr1	EMC1	616846.0 | EMC1, KIAA0090, CAVIPMR | Endoplasmic reticulum membrane protein complex, subunit 1 | 23065.0 | ENSG00000127463 | nan | Cerebellar atrophy, visual impairment, and psychomotor retardation, 616875 (3), Autosomal recessive
chr1	MRTO4	620476.0 | MRTO4, MRT4 | MRT4 homolog, ribosome maturation factor | 51154.0 | ENSG00000053372 | nan | nan
chr1	AKR7L	608478.0 | AKR7A4, AFAR3 | Aldo-keto reductase family 7, member A4 | 246181.0 | ENSG00000211454 | nan | nan
chr1	AKR7A3	608477.0 | AKR7A3, AFAR2 | Aldo-keto reductase family 7, member A3 | 22977.0 | ENSG00000162482 | nan | nan
chr1	AKR7A2	603418.0 | AKR7A2, AKR7, AFAR | Aldo-keto reductase family 7, member A2 | 8574.0 | ENSG00000053371 | pseudogenes on Xq25 and 1p12 | nan
chr1	SLC66A1	614760.0 | SLC66A2, PQLC2 | Solute carrier family 66 member 1 | 54896.0 | ENSG00000040487 | nan | nan
chr1	CAPZB	601572.0 | CAPZB, CAPPB | Capping protein (actin filament) muscle Z-line, beta | 832.0 | ENSG00000077549 | nan | nan
chr1	MICOS10	616574.0 | MICOS10, MINOS1, MIO10, MIC10 | Mitochondrial contact site and cristae organizing system, 10kD subunit | 440574.0 | ENSG00000173436 | nan | nan
chr1	NBL1	600613.0 | D1S1733E, DAN | Differential-screening-selected gene aberrant in neuroblastoma | 4681.0 | ENSG00000158747 | aberrant in some neuroblastomas | nan
chr1	HTR6	601109.0 | HTR6 | 5-hydroxytryptamine (serotonin) receptor-6 | 3362.0 | ENSG00000158748 | nan | nan
chr1	RNF186	617163.0 | RNF186 | Ring finger protein 186 | 54546.0 | ENSG00000178828 | nan | nan
chr1	OTUD3	611758.0 | OTUD3, KIAA0459 | OTU domain-containing protein 3 | 23252.0 | ENSG00000169914 | nan | nan
chr1	PLA2G2E	618320.0 | PLA2G2E | Secretory phospholipase A2, group IIE | 30814.0 | ENSG00000188784 | nan | nan
chr1	PLA2G2A	172411.0 | PLA2G2A, PLA2B, PLA2L, MOM1 | Phospholipase A2, group IIA, platelets, synovial fluid | 5320.0 | ENSG00000188257 | germline mutation identified in 1 CRC patient | {?Colorectal cancer, susceptibility to}, 114500 (3), Somatic mutation, Autosomal dominant
chr1	PLA2G5	601192.0 | PLA2G5, FRFB | Phospholipase A2, group V | 5322.0 | ENSG00000127472 | nan | [Fleck retina, familial benign], 228980 (3), Autosomal recessive
chr1	B6QTL1	612957.0 | B6QTL1 | Vitamin B6 plasma level QTL 1 | 100302718.0 | nan | associated with rs4654748 | {Vitamin B6 plasma level QTL 1}, 612957 (2)
chr1	BFIS4	612627.0 | BFIS4, BFIC4 | Seizures, benign familial infantile, 4 | 100271922.0 | nan | between D1S2864 and D1S2830 | Seizures, benign familial infantile, 4, 612627 (2)
chr1	PLA2G2D	605630.0 | PLA2G2D, SPLASH | Phospholipase A2, group IID | 26279.0 | ENSG00000117215 | nan | nan
chr1	PLA2G2F	616793.0 | PLA2G2F | Phospholipase A2, group IIf | 64600.0 | ENSG00000158786 | nan | nan
chr1	UBXN10	616783.0 | UBXN10 | UBX domain protein 10 | 127733.0 | ENSG00000162543 | nan | nan
chr1	CAMK2N1	614986.0 | CAMK2N1 | Calcium/calmodulin-dependent protein kinase II inhibitor 1 | 55450.0 | ENSG00000162545 | nan | nan
chr1	MUL1	612037.0 | MUL1, MULAN, C1orf166 | Mitochondrial ubiquitin ligase activator of NFKB1 | 79594.0 | ENSG00000090432 | nan | nan
chr1	CDA	123920.0 | CDA | Cytidine deaminase | 978.0 | ENSG00000158825 | nan | nan
chr1	PINK1	608309.0 | PINK1, PARK6 | PTEN-induced putative kinase 1 | 65018.0 | ENSG00000158828 | nan | Parkinson disease 6, early onset, 605909 (3), Autosomal recessive
chr1	DDOST	602202.0 | DDOST, OST, OST48, CDG1R | Dolichyl-diphosphooligosaccharide-protein glycosyltransferase | 1650.0 | ENSG00000244038 | nan | Congenital disorder of glycosylation, type Ir, 614507 (3), Autosomal recessive
chr1	KIF17	605037.0 | KIF17, KIAA1405 | Kinesin family member 17 | 57576.0 | ENSG00000117245 | nan | nan
chr1	HP1BP3	616072.0 | HP1BP3, HP1BP74 | Heterochromatin protein 1-binding protein 3 | 50809.0 | ENSG00000127483 | nan | nan
chr1	EIF4G3	603929.0 | EIF4G3, EIF4GII | Eukaryotic translation initiation factor 4-gamma, 3 | 8672.0 | ENSG00000075151 | nan | nan
chr1	ECE1	600423.0 | ECE1 | Endothelin converting enzyme 1 | 1889.0 | ENSG00000117298 | mutation identified in 1 HCAD patient | {Hypertension, essential, susceptibility to}, 145500 (3), Multifactorial; ?Hirschsprung disease, cardiac defects, and autonomic dysfunction, 613870 (3), Autosomal dominant
chr1	NBPF3	612992.0 | NBPF3 | Neuroblastoma breakpoint family, member 3 | 84224.0 | ENSG00000142794 | nan | nan
chr1	ALPL	171760.0 | ALPL, HOPS, TNSALP, HPPA, HPPO, HPPI, HPPC | Alkaline phosphatase, liver/bone/kidney | 249.0 | ENSG00000162551 | nan | Odontohypophosphatasia, 146300 (3), Autosomal recessive, Autosomal dominant; Hypophosphatasia, infantile, 241500 (3), Autosomal recessive; Hypophosphatasia, childhood, 241510 (3), Autosomal recessive; Hypophosphatasia, adult, 146300 (3), Autosomal recessive, Autosomal dominant
chr1	RAP1GAP	600278.0 | RAP1GA1 | RAP1, GTPase activating protein 1 | 5909.0 | ENSG00000076864 | nan | nan
chr1	USP48	617445.0 | USP48, USP31, DFNA85 | Ubiquitin-specific peptidase 48 | 84196.0 | ENSG00000090686 | nan | Deafness, autosomal dominant 85, 620227 (3), Autosomal dominant
chr1	HSPG2	142461.0 | HSPG2, PLC, SJS, SJA, SJS1 | Heparan sulfate proteoglycan of basement membrane (perlecan) | 3339.0 | ENSG00000142798 | nan | Dyssegmental dysplasia, Silverman-Handmaker type, 224410 (3), Autosomal recessive; Schwartz-Jampel syndrome, type 1, 255800 (3), Autosomal recessive
chr1	CELA3B	618694.0 | CELA3B | Chymotrypsin-like elastase 3A | 23436.0 | ENSG00000219073 | distal to CELA3A | nan
chr1	CELA3A	618693.0 | CELA3A | Chymotrypsin-like elastase 3A | 10136.0 | ENSG00000142789 | proximal to CELA3B | nan
chr1	CDC42	116952.0 | CDC42, TKS | Cell division cycle 42 (GTP-binding protein, 25kD) | 998.0 | ENSG00000070831 | nan | Takenouchi-Kosaki syndrome, 616737 (3), Autosomal dominant
chr1	WNT4	603490.0 | WNT4, SERKAL | Wingless-type MMTV integration site family, member 4 | 54361.0 | ENSG00000162552 | mutation identified in 1 SERKAL family | ?SERKAL syndrome, 611812 (3), Autosomal recessive; Mullerian aplasia and hyperandrogenism, 158330 (3), Autosomal dominant
chr1	ZBTB40	612106.0 | ZBTB40, KIAA0478 | Zinc finger- and BTB domain-containing protein 40 | 9923.0 | ENSG00000184677 | nan | nan
chr1	EPHA8	176945.0 | EPHA8, EEK, HEK3 | Ephrin receptor EphA8 (eph- and elk-related kinase) | 2046.0 | ENSG00000070886 | nan | nan
chr1	C1QA	120550.0 | C1QA, C1QD1 | Complement component 1, q subcomponent, A chain | 712.0 | ENSG00000173372 | nan | C1q deficiency 1, 613652 (3), Autosomal recessive
chr1	C1QC	120575.0 | C1QC, C1QG, C1QD3 | Complement component 1, q subcomponent, C chain | 714.0 | ENSG00000159189 | nan | C1q deficiency 3, 620322 (3), Autosomal recessive
chr1	C1QB	120570.0 | C1QB, C1QD2 | Complement component 1, q subcomponent, B chain | 713.0 | ENSG00000173369 | nan | C1q deficiency 2, 620321 (3), Autosomal recessive
chr1	EPHB2	600997.0 | EPHB2, EPHT3, DRT, ERK, PCBC, CAPB, BDPLT22 | eph tyrosine kinase 3 (ephrin receptor EphB2) | 2048.0 | ENSG00000133216 | mutation identified in 1 BDPLT22 family | ?Bleeding disorder, platelet-type, 22, 618462 (3), Autosomal recessive; {Prostate cancer/brain cancer susceptibility, somatic}, 603688 (3)
chr1	KDM1A	609132.0 | KDM1A, LSD1, AOF2, BHC110, KIAA0601, CPRF, AIMAH3 | Lysine demethylase 1A | 23028.0 | ENSG00000004487 | nan | Cleft palate, psychomotor retardation, and distinctive facial features, 616728 (3), Autosomal dominant; {ACTH-independent macronodular adrenal hyperplasia 3}, 620990 (3), Autosomal dominant
chr1	LUZP1	601422.0 | LUZP1 | Leucine zipper protein 1 | 7798.0 | ENSG00000169641 | nan | nan
chr1	HTR1D	182133.0 | HTR1D | 5-hydroxytryptamine (serotonin) receptor-1D | 3352.0 | ENSG00000179546 | nan | nan
chr1	HNRNPR	607201.0 | HNRPR, HNRNPR, NEDDFSB | Heterogeneous nuclear ribonucleoprotein R | 10236.0 | ENSG00000125944 | nan | Neurodevelopmental disorder with dysmorphic facies and skeletal and brain abnormalities, 620073 (3), Autosomal dominant
chr1	ZNF436	611703.0 | ZNF436, KIAA1710 | Zinc finger protein 436 | 80818.0 | ENSG00000125945 | nan | nan
chr1	TCEA3	604128.0 | TCEA3 | Transcription elongation factor A, 3 | 6920.0 | ENSG00000204219 | nan | nan
chr1	ASAP3	616594.0 | ASAP3, UPLC1, CENTB6, DDEFL1, ACAP4 | ARF GTPase-activating protein with SH3 domain, ankyrin repeat, and PH domain 3 | 55616.0 | ENSG00000088280 | nan | nan
chr1	E2F2	600426.0 | E2F2 | E2F transcription factor 2 | 1870.0 | ENSG00000007968 | nan | nan
chr1	ID3	600277.0 | ID3 | Inhibitor of DNA binding 3, dominant negative, helix-loop-helix protein | 3399.0 | ENSG00000117318 | nan | nan
chr1	MDS2	607305.0 | MDS2 | Myelodysplasia syndrome gene 2 | 259283.0 | ENSG00000197880 | fused with ETV6 in myelodysplastic syndrome | nan
chr1	RPL11	604175.0 | RPL11, DBA7 | Ribosomal protein L11 | 6135.0 | ENSG00000142676 | nan | Diamond-Blackfan anemia 7, 612562 (3), Autosomal dominant
chr1	ELOA	600786.0 | TCEB3 | Transcription elongation factor B (SIII), polypeptide 3 (110kD, elongin A) | 6924.0 | ENSG00000011007 | nan | nan
chr1	PITHD1	618784.0 | PITHD1, C1orf128 | PITH domain containing 1 | 57095.0 | ENSG00000057757 | nan | nan
chr1	LYPLA2	616143.0 | LYPLA2, APT2 | Lysophospholipase II | 11313.0 | ENSG00000011009 | nan | nan
chr1	GALE	606953.0 | GALE, THC13 | UDP galactose-4-epimerase | 2582.0 | ENSG00000117308 | nan | Thrombocytopenia 13, syndromic, 620776 (3), Autosomal recessive; Galactose epimerase deficiency, 230350 (3), Autosomal recessive
chr1	HMGCL	613898.0 | HMGCL | 3-hydroxy-3-methylglutaryl-Coenzyme A lyase | 3155.0 | ENSG00000117305 | nan | HMG-CoA lyase deficiency, 246450 (3), Autosomal recessive
chr1	FUCA1	612280.0 | FUCA1 | Fucosidase, alpha-L- 1, tissue | 2517.0 | ENSG00000179163 | 8cM distal to RH; pseudogene on 2q31-q32 | Fucosidosis, 230000 (3), Autosomal recessive
chr1	CNR2	605051.0 | CNR2, CB2, CX5 | Cannabinoid receptor 2 | 1269.0 | ENSG00000188822 | nan | nan
chr1	PNRC2	611882.0 | PNRC2 | Proline-rich nuclear receptor coactivator 2 | 55629.0 | ENSG00000189266 | nan | nan
chr1	SRSF10	605221.0 | SRSF10, FUSIP1, TASR, TASR1, TASR2 | Splicine factor, serine/arginine-rich, 10 | 10772.0 | ENSG00000188529 | pseudogenes on chr. 9, 12, 20 | nan
chr1	MYOM3	616832.0 | MYOM3 | Myomesin 3 | 127294.0 | ENSG00000142661 | nan | nan
chr1	IL22RA1	605457.0 | IL22RA1, IL22R1 | Interleukin 22 receptor, alpha-1 | 58985.0 | ENSG00000142677 | nan | nan
chr1	IFNLR1	607404.0 | IFNLR1, IL28RA | Interferon, lambda receptor 1 | 163702.0 | ENSG00000185436 | nan | nan
chr1	GRHL3	608317.0 | GRHL3, SOM, TFCP2L4, VWS2 | Grainyhead-like 3 | 57822.0 | ENSG00000158055 | nan | van der Woude syndrome 2, 606713 (3), Autosomal dominant
chr1	STPG1	615826.0 | STPG1, MAPO2, C1orf201 | Sperm-tail PG-rich repeat-containing protein 1 | 90529.0 | ENSG00000001460 | nan | nan
chr1	NIPAL3	620034.0 | NIPAL3, NPAL3 | NIPA-like domain-containing protein 3 | 57185.0 | ENSG00000001461 | nan | nan
chr1	RCAN3	605860.0 | RCAN3, DSCR1L2, MCIP3 | Regulator of calcineurin 3 | 11123.0 | ENSG00000117602 | nan | nan
chr1	SRRM1	605975.0 | SRRM1, SRM160 | Serine/arginine repetitive matrix 1 (ser/arg-related nuclear matrix protein, 160kD) | 10250.0 | ENSG00000133226 | nan | nan
chr1	CLIC4	606536.0 | CLIC4, MTCLIC | Chloride intracellular channel 4 | 25932.0 | ENSG00000169504 | nan | nan
chr1	RUNX3	600210.0 | RUNX3, CBFA3, PEBP2A3, AML2 | Runt-related transcription factor 3 | 864.0 | ENSG00000020633 | nan | nan
